software_a,software_b,tipo_evento,caso_uso_resumido,titulo_pagina,slug_url,descricao_curta,json_n8n_url,passos_resumo,tags
Salesforce,Zendesk Chat,Agendamento,Notificação para equipes,Como integrar Salesforce com Zendesk Chat para agendamento usando N8N,salesforce-para-zendesk-chat-n8n-agendamento,Automatize agendamento integrando Salesforce e Zendesk Chat com N8N. Notificação para equipes.,https://n8n.io/workflows/2713,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"backup,finance,whatsapp"
Salesforce,Zendesk Chat,Email,Criação de leads qualificados,Como integrar Salesforce com Zendesk Chat para email usando N8N,salesforce-para-zendesk-chat-n8n-email,Automatize email integrando Salesforce e Zendesk Chat com N8N. Criação de leads qualificados.,https://n8n.io/workflows/2714,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"automacao,backup,performance"
Salesforce,Zendesk Chat,Webhook,Aumento de produtividade,Como integrar Salesforce com Zendesk Chat para webhook usando N8N,salesforce-para-zendesk-chat-n8n-webhook,Automatize webhook integrando Salesforce e Zendesk Chat com N8N. Aumento de produtividade.,https://n8n.io/workflows/2715,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"otimizacao,inventory,notificacao"
Salesforce,Zendesk Chat,API Call,Marketing automation e segmentação,Como integrar Salesforce com Zendesk Chat para api call usando N8N,salesforce-para-zendesk-chat-n8n-api call,Automatize api call integrando Salesforce e Zendesk Chat com N8N. Marketing automation e segmentação.,https://n8n.io/workflows/2716,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"social,whatsapp,crm"
Salesforce,Zendesk Chat,Atualização,Organização de eventos e agendamentos,Como integrar Salesforce com Zendesk Chat para atualização usando N8N,salesforce-para-zendesk-chat-n8n-atualização,Automatize atualização integrando Salesforce e Zendesk Chat com N8N. Organização de eventos e agendamentos.,https://n8n.io/workflows/2717,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"vendas,whatsapp,chat"
Salesforce,Zendesk Chat,Criação,Organização de eventos e agendamentos,Como integrar Salesforce com Zendesk Chat para criação usando N8N,salesforce-para-zendesk-chat-n8n-criação,Automatize criação integrando Salesforce e Zendesk Chat com N8N. Organização de eventos e agendamentos.,https://n8n.io/workflows/2718,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"reporting,ecommerce,dados"
Salesforce,Zendesk Chat,Exclusão,Escalabilidade de processos,Como integrar Salesforce com Zendesk Chat para exclusão usando N8N,salesforce-para-zendesk-chat-n8n-exclusão,Automatize exclusão integrando Salesforce e Zendesk Chat com N8N. Escalabilidade de processos.,https://n8n.io/workflows/2719,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"growth,ecommerce,sme"
Salesforce,Zendesk Chat,Backup,Integração de pagamentos e financeiro,Como integrar Salesforce com Zendesk Chat para backup usando N8N,salesforce-para-zendesk-chat-n8n-backup,Automatize backup integrando Salesforce e Zendesk Chat com N8N. Integração de pagamentos e financeiro.,https://n8n.io/workflows/2720,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"api,schedule,ecommerce"
Salesforce,Zendesk Chat,Sincronização,Integração de pagamentos e financeiro,Como integrar Salesforce com Zendesk Chat para sincronização usando N8N,salesforce-para-zendesk-chat-n8n-sincronização,Automatize sincronização integrando Salesforce e Zendesk Chat com N8N. Integração de pagamentos e financeiro.,https://n8n.io/workflows/2721,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"b2b,integracao,trigger"
Salesforce,Zendesk Chat,Relatório,Controle de qualidade,Como integrar Salesforce com Zendesk Chat para relatório usando N8N,salesforce-para-zendesk-chat-n8n-relatório,Automatize relatório integrando Salesforce e Zendesk Chat com N8N. Controle de qualidade.,https://n8n.io/workflows/2722,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"b2b,ecommerce,social"
Salesforce,Zendesk Chat,Alerta,Priorização de leads,Como integrar Salesforce com Zendesk Chat para alerta usando N8N,salesforce-para-zendesk-chat-n8n-alerta,Automatize alerta integrando Salesforce e Zendesk Chat com N8N. Priorização de leads.,https://n8n.io/workflows/2723,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"email,formularios,marketing"
Salesforce,Zendesk Chat,Importação,Conformidade e segurança,Como integrar Salesforce com Zendesk Chat para importação usando N8N,salesforce-para-zendesk-chat-n8n-importação,Automatize importação integrando Salesforce e Zendesk Chat com N8N. Conformidade e segurança.,https://n8n.io/workflows/2724,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"export,inventory,filter"
Salesforce,Zendesk Chat,Exportação,Automação de email marketing,Como integrar Salesforce com Zendesk Chat para exportação usando N8N,salesforce-para-zendesk-chat-n8n-exportação,Automatize exportação integrando Salesforce e Zendesk Chat com N8N. Automação de email marketing.,https://n8n.io/workflows/2725,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"finance,ecommerce,reporting"
Salesforce,Zendesk Chat,Transformação,Backup e armazenamento seguro de informações,Como integrar Salesforce com Zendesk Chat para transformação usando N8N,salesforce-para-zendesk-chat-n8n-transformação,Automatize transformação integrando Salesforce e Zendesk Chat com N8N. Backup e armazenamento seguro de informações.,https://n8n.io/workflows/2726,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"import,saas,social"
Salesforce,Zendesk Chat,Filtro,Auditoria de ações,Como integrar Salesforce com Zendesk Chat para filtro usando N8N,salesforce-para-zendesk-chat-n8n-filtro,Automatize filtro integrando Salesforce e Zendesk Chat com N8N. Auditoria de ações.,https://n8n.io/workflows/2727,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"growth,analytics,customer-support"
Salesforce,Zendesk Chat,Validação,Criação de leads qualificados,Como integrar Salesforce com Zendesk Chat para validação usando N8N,salesforce-para-zendesk-chat-n8n-validação,Automatize validação integrando Salesforce e Zendesk Chat com N8N. Criação de leads qualificados.,https://n8n.io/workflows/2728,Conectar Trigger Salesforce|Validar dados|Formatar para Zendesk Chat|Enviar/Criar no Zendesk Chat|Registrar resultado,"social,crm,vendas"
Salesforce,Google Sheets,Lead,Organização de eventos e agendamentos,Como integrar Salesforce com Google Sheets para lead usando N8N,salesforce-para-google-sheets-n8n-lead,Automatize lead integrando Salesforce e Google Sheets com N8N. Organização de eventos e agendamentos.,https://n8n.io/workflows/2729,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"performance,booking,dados"
Salesforce,Google Sheets,Venda,Melhoria de experiência do cliente,Como integrar Salesforce com Google Sheets para venda usando N8N,salesforce-para-google-sheets-n8n-venda,Automatize venda integrando Salesforce e Google Sheets com N8N. Melhoria de experiência do cliente.,https://n8n.io/workflows/2730,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"integracao,project-management,otimizacao"
Salesforce,Google Sheets,Notificação,Criação de leads qualificados,Como integrar Salesforce com Google Sheets para notificação usando N8N,salesforce-para-google-sheets-n8n-notificação,Automatize notificação integrando Salesforce e Google Sheets com N8N. Criação de leads qualificados.,https://n8n.io/workflows/2731,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"validation,inventory,automacao"
Salesforce,Google Sheets,Formulário,Notificação e alerta de eventos importantes,Como integrar Salesforce com Google Sheets para formulário usando N8N,salesforce-para-google-sheets-n8n-formulário,Automatize formulário integrando Salesforce e Google Sheets com N8N. Notificação e alerta de eventos importantes.,https://n8n.io/workflows/2732,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"acquisition,startup,inventory"
Salesforce,Google Sheets,Contato,Marketing automation e segmentação,Como integrar Salesforce com Google Sheets para contato usando N8N,salesforce-para-google-sheets-n8n-contato,Automatize contato integrando Salesforce e Google Sheets com N8N. Marketing automation e segmentação.,https://n8n.io/workflows/2733,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"crm,webhook,ecommerce"
Salesforce,Google Sheets,Pedido,Centralização de dados empresariais,Como integrar Salesforce com Google Sheets para pedido usando N8N,salesforce-para-google-sheets-n8n-pedido,Automatize pedido integrando Salesforce e Google Sheets com N8N. Centralização de dados empresariais.,https://n8n.io/workflows/2734,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"payment,vendas,retention"
Salesforce,Google Sheets,Pagamento,Gerenciamento de projetos,Como integrar Salesforce com Google Sheets para pagamento usando N8N,salesforce-para-google-sheets-n8n-pagamento,Automatize pagamento integrando Salesforce e Google Sheets com N8N. Gerenciamento de projetos.,https://n8n.io/workflows/2735,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"retention,integracao,whatsapp"
Salesforce,Google Sheets,Evento,Acompanhamento de vendas,Como integrar Salesforce com Google Sheets para evento usando N8N,salesforce-para-google-sheets-n8n-evento,Automatize evento integrando Salesforce e Google Sheets com N8N. Acompanhamento de vendas.,https://n8n.io/workflows/2736,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"whatsapp,acquisition,cultura"
Salesforce,Google Sheets,Chat,Controle de inventário e estoque,Como integrar Salesforce com Google Sheets para chat usando N8N,salesforce-para-google-sheets-n8n-chat,Automatize chat integrando Salesforce e Google Sheets com N8N. Controle de inventário e estoque.,https://n8n.io/workflows/2737,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"payment,vendas,email"
Salesforce,Google Sheets,Comentário,Notificação para equipes,Como integrar Salesforce com Google Sheets para comentário usando N8N,salesforce-para-google-sheets-n8n-comentário,Automatize comentário integrando Salesforce e Google Sheets com N8N. Notificação para equipes.,https://n8n.io/workflows/2738,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"sync,integracao,chat"
Salesforce,Google Sheets,Post,Escalabilidade de processos,Como integrar Salesforce com Google Sheets para post usando N8N,salesforce-para-google-sheets-n8n-post,Automatize post integrando Salesforce e Google Sheets com N8N. Escalabilidade de processos.,https://n8n.io/workflows/2739,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"security,hr,saas"
Salesforce,Google Sheets,Agendamento,Sincronização em tempo real entre plataformas,Como integrar Salesforce com Google Sheets para agendamento usando N8N,salesforce-para-google-sheets-n8n-agendamento,Automatize agendamento integrando Salesforce e Google Sheets com N8N. Sincronização em tempo real entre plataformas.,https://n8n.io/workflows/2740,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"schedule,otimizacao,filter"
Salesforce,Google Sheets,Email,Controle de inventário e estoque,Como integrar Salesforce com Google Sheets para email usando N8N,salesforce-para-google-sheets-n8n-email,Automatize email integrando Salesforce e Google Sheets com N8N. Controle de inventário e estoque.,https://n8n.io/workflows/2741,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"import,inventory,ecommerce"
Salesforce,Google Sheets,Webhook,Acompanhamento de vendas,Como integrar Salesforce com Google Sheets para webhook usando N8N,salesforce-para-google-sheets-n8n-webhook,Automatize webhook integrando Salesforce e Google Sheets com N8N. Acompanhamento de vendas.,https://n8n.io/workflows/2742,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"booking,validation,api"
Salesforce,Google Sheets,API Call,Fluxo de trabalho com aprovações,Como integrar Salesforce com Google Sheets para api call usando N8N,salesforce-para-google-sheets-n8n-api call,Automatize api call integrando Salesforce e Google Sheets com N8N. Fluxo de trabalho com aprovações.,https://n8n.io/workflows/2743,Conectar Trigger Salesforce|Validar dados|Formatar para Google Sheets|Enviar/Criar no Google Sheets|Registrar resultado,"hr,api,booking"
